event,particle,hit,x,y
33.0,10000140.0,100001450.0,-931.64163282,-363.378408819
33.0,10000140.0,100000820.0,-1826.39828434,-815.027181736
33.0,10000140.0,100000570.0,-2677.69729537,-1352.75171201
33.0,10000140.0,100001890.0,-3478.81666429,-1974.29344735
33.0,10000140.0,100000050.0,-4222.79454467,-2677.31324905
33.0,10000140.0,100001110.0,-4902.33020443,-3459.35811484
33.0,10000140.0,100000960.0,-5509.66584658,-4317.82147141
33.0,10000140.0,100000140.0,-6036.4403854,-5249.89404403
33.0,10000030.0,100000470.0,-967.543332835,252.651982848
33.0,10000030.0,100000290.0,-1935.10625607,505.282126697
33.0,10000030.0,100000870.0,-2902.66917931,757.912270545
33.0,10000030.0,100001400.0,-3870.23210254,1010.54241439
33.0,10000030.0,100001060.0,-4837.79502578,1263.17255824
33.0,10000030.0,100001940.0,-5805.35794901,1515.80270209
33.0,10000030.0,100000110.0,-6772.92087225,1768.43284594
33.0,10000030.0,100000700.0,-7740.48379548,2021.06298979
33.0,10000020.0,100001130.0,524.239372574,-851.570948449
33.0,10000020.0,100000590.0,947.816162797,-1761.14863698
33.0,10000020.0,100000190.0,1264.83506209,-2720.32944066
33.0,10000020.0,100000600.0,1469.21283556,-3720.4050376
33.0,10000020.0,100001320.0,1554.53999166,-4752.20006043
33.0,10000020.0,100000000.0,1513.93250338,-5805.85983083
33.0,10000020.0,100001250.0,1339.84077024,-6870.57688338
33.0,10000020.0,100001120.0,1023.79072297,-7934.22034957
34.0,10000180.0,100001760.0,405.26100516,914.201026961
34.0,10000180.0,100000250.0,665.363031841,1886.07848083
34.0,10000180.0,100001990.0,771.4046665,2899.12656511
34.0,10000180.0,100000670.0,713.904310675,3935.77700527
34.0,10000180.0,100001130.0,482.415176459,4976.67314554
34.0,10000180.0,100001960.0,64.9738430218,5999.64818966
34.0,10000180.0,100000920.0,-552.754317155,6978.14177735
34.0,10000180.0,100000480.0,-1388.9283544,7878.50734761
34.0,10000160.0,100000110.0,948.368087539,-317.237895465
34.0,10000160.0,100000450.0,1896.71842428,-634.462798029
34.0,10000160.0,100000090.0,2845.06876102,-951.687700594
34.0,10000160.0,100000630.0,3793.41909776,-1268.91260316
34.0,10000160.0,100001980.0,4741.76943449,-1586.13750572
34.0,10000160.0,100001860.0,5690.11977123,-1903.36240829
34.0,10000160.0,100000900.0,6638.47010797,-2220.58731085
34.0,10000160.0,100000320.0,7586.82044471,-2537.81221342
34.0,10000050.0,100000780.0,-76.624915786,997.059989309
34.0,10000050.0,100001120.0,-25.499847268,1999.83743284
34.0,10000050.0,100000200.0,155.139734137,2995.98592502
34.0,10000050.0,100000190.0,467.113475211,3972.63199923
34.0,10000050.0,100001420.0,912.360756078,4916.05511063
34.0,10000050.0,100000490.0,1492.99855118,5811.27828676
34.0,10000050.0,100001370.0,2211.39972188,6641.51423021
34.0,10000050.0,100000430.0,3070.30554524,7387.36921095
34.0,10000120.0,100000440.0,-988.223535239,-153.017137598
34.0,10000120.0,100001650.0,-1987.30851147,-224.955284959
34.0,10000120.0,100000500.0,-2992.29678988,-214.848600807
34.0,10000120.0,100001620.0,-3998.14807306,-121.704502447
34.0,10000120.0,100000070.0,-4999.69201877,55.4952024653
34.0,10000120.0,100001200.0,-5991.57745642,317.804316689
34.0,10000120.0,100000050.0,-6968.21446134,666.323660686
34.0,10000120.0,100000060.0,-7923.70641181,1102.21445257
34.0,10000080.0,100000330.0,-51.5969304337,998.684021033
34.0,10000080.0,100000600.0,-103.167798867,1997.35335847
34.0,10000080.0,100001770.0,-154.738667301,2996.0226959
34.0,10000080.0,100000370.0,-206.309535735,3994.69203333
34.0,10000080.0,100000610.0,-257.880404169,4993.36137077
34.0,10000080.0,100000300.0,-309.451272602,5992.0307082
34.0,10000080.0,100001170.0,-361.022141036,6990.70004563
34.0,10000080.0,100001570.0,-412.59300947,7989.36938306
34.0,10000190.0,100000020.0,-986.242723233,-165.40560194
34.0,10000190.0,100001210.0,-1972.47179627,-330.790654179
34.0,10000190.0,100001070.0,-2958.7008693,-496.175706419
34.0,10000190.0,100001920.0,-3944.92994233,-661.560758659
34.0,10000190.0,100000820.0,-4931.15901537,-826.945810898
34.0,10000190.0,100000040.0,-5917.3880884,-992.330863138
34.0,10000190.0,100000850.0,-6903.61716143,-1157.71591538
34.0,10000190.0,100000720.0,-7889.84623446,-1323.10096762
34.0,10000060.0,100000260.0,-677.611197532,735.420332177
34.0,10000060.0,100001780.0,-1210.33730723,1592.19458696
34.0,10000060.0,100000760.0,-1577.53977655,2551.73828074
34.0,10000060.0,100001290.0,-1756.5653917,3593.67194172
34.0,10000060.0,100001910.0,-1721.1967296,4694.40963466
34.0,10000060.0,100000620.0,-1439.09720037,5824.86044879
34.0,10000060.0,100000980.0,-867.000071426,6946.10040787
34.0,10000060.0,100001880.0,59.9594600899,7999.77530079
34.0,10000030.0,100000950.0,676.512505025,736.425613399
34.0,10000030.0,100001610.0,1353.00105765,1472.8787607
34.0,10000030.0,100001010.0,2029.48961028,2209.331908
34.0,10000030.0,100001870.0,2705.9781629,2945.7850553
34.0,10000030.0,100001550.0,3382.46671553,3682.2382026
34.0,10000030.0,100000800.0,4058.95526815,4418.69134989
34.0,10000030.0,100001300.0,4735.44382078,5155.14449719
34.0,10000030.0,100001000.0,5411.9323734,5891.59764449
34.0,10000010.0,100001590.0,-964.86833507,262.733888145
34.0,10000010.0,100001600.0,-1947.96603446,453.242019873
34.0,10000010.0,100001250.0,-2945.29619353,570.289691619
34.0,10000010.0,100001710.0,-3952.81010328,612.611040866
34.0,10000010.0,100000240.0,-4966.37286563,578.913257359
34.0,10000010.0,100001060.0,-5981.7306103,467.866333201
34.0,10000010.0,100001340.0,-6994.47389382,278.091619236
34.0,10000010.0,100001230.0,-7999.99584988,8.14874042536
34.0,10000100.0,100001530.0,-530.388515893,-847.770106712
34.0,10000100.0,100001540.0,-1060.78392769,-1695.52048692
34.0,10000100.0,100000640.0,-1591.17933948,-2543.27086714
34.0,10000100.0,100000120.0,-2121.57475127,-3391.02124735
34.0,10000100.0,100001320.0,-2651.97016306,-4238.77162756
34.0,10000100.0,100001840.0,-3182.36557486,-5086.52200777
34.0,10000100.0,100000560.0,-3712.76098665,-5934.27238798
34.0,10000100.0,100000360.0,-4243.15639844,-6782.0227682
34.0,10000150.0,100001450.0,381.838879842,-924.224067775
34.0,10000150.0,100001390.0,763.706248484,-1848.44120285
34.0,10000150.0,100000590.0,1145.57361713,-2772.65833793
34.0,10000150.0,100000990.0,1527.44098577,-3696.875473
34.0,10000150.0,100000660.0,1909.30835441,-4621.09260808
34.0,10000150.0,100000510.0,2291.17572305,-5545.30974315
34.0,10000150.0,100001720.0,2673.04309169,-6469.52687823
34.0,10000150.0,100001190.0,3054.91046034,-7393.7440133
34.0,10000090.0,100000770.0,943.393568944,-331.675404687
34.0,10000090.0,100001630.0,1920.12011639,-559.588007931
34.0,10000090.0,100001050.0,2921.85629628,-680.26155548
34.0,10000090.0,100001820.0,3940.01339449,-690.140892338
34.0,10000090.0,100000000.0,4965.60014424,-585.504233561
34.0,10000090.0,100000180.0,5989.04612131,-362.390061625
34.0,10000090.0,100000650.0,6999.98054043,-16.5055628991
34.0,10000090.0,100001560.0,7986.94237198,456.893364709
35.0,10000190.0,100000980.0,-352.88214488,935.65433807
35.0,10000190.0,100000840.0,-705.77565756,1871.31782924
35.0,10000190.0,100000600.0,-1058.66917024,2806.98132041
35.0,10000190.0,100000050.0,-1411.56268292,3742.64481158
35.0,10000190.0,100000330.0,-1764.4561956,4678.30830275
35.0,10000190.0,100001370.0,-2117.34970828,5613.97179392
35.0,10000190.0,100001260.0,-2470.24322096,6549.63528509
35.0,10000190.0,100001390.0,-2823.13673364,7485.29877626
35.0,10000160.0,100000890.0,931.24514821,364.468471205
35.0,10000160.0,100001100.0,1862.46801032,728.91871621
35.0,10000160.0,100001350.0,2793.69087243,1093.36896121
35.0,10000160.0,100001250.0,3724.91373454,1457.81920622
35.0,10000160.0,100001890.0,4656.13659665,1822.26945122
35.0,10000160.0,100001730.0,5587.35945876,2186.71969623
35.0,10000160.0,100001830.0,6518.58232087,2551.16994123
35.0,10000160.0,100001790.0,7449.80518298,2915.62018624
35.0,10000110.0,100000610.0,206.08199423,-978.52051076
35.0,10000110.0,100000660.0,412.183220859,-1957.05118702
35.0,10000110.0,100000530.0,618.284447489,-2935.58186328
35.0,10000110.0,100000000.0,824.385674118,-3914.11253954
35.0,10000110.0,100001010.0,1030.48690075,-4892.6432158
35.0,10000110.0,100000650.0,1236.58812738,-5871.17389206
35.0,10000110.0,100001480.0,1442.68935401,-6849.70456832
35.0,10000110.0,100000500.0,1648.79058064,-7828.23524458
35.0,10000150.0,100000080.0,-960.375400916,-278.691140175
35.0,10000150.0,100001810.0,-1920.76377153,-557.35613185
35.0,10000150.0,100001330.0,-2881.15214215,-836.021123525
35.0,10000150.0,100001520.0,-3841.54051276,-1114.6861152
35.0,10000150.0,100001820.0,-4801.92888338,-1393.35110688
35.0,10000150.0,100001290.0,-5762.317254,-1672.01609855
35.0,10000150.0,100001650.0,-6722.70562461,-1950.68109023
35.0,10000150.0,100001040.0,-7683.09399523,-2229.3460819
35.0,10000090.0,100000420.0,908.164477048,418.613524182
35.0,10000090.0,100001570.0,1859.11162794,737.362838001
35.0,10000090.0,100000260.0,2844.91675342,952.075977063
35.0,10000090.0,100001680.0,3857.42136753,1058.4424374
35.0,10000090.0,100000340.0,4888.08742941,1051.95117871
35.0,10000090.0,100000160.0,5927.83113366,927.802808144
35.0,10000090.0,100001630.0,6966.81503283,680.799749035
35.0,10000090.0,100000700.0,7994.17609247,305.202559861
35.0,10000000.0,100000770.0,-934.361522338,356.417956051
35.0,10000000.0,100001970.0,-1868.69926538,712.806763303
35.0,10000000.0,100000620.0,-2803.03700841,1069.19557055
35.0,10000000.0,100000900.0,-3737.37475145,1425.58437781
35.0,10000000.0,100001590.0,-4671.71249449,1781.97318506
35.0,10000000.0,100001200.0,-5606.05023753,2138.36199231
35.0,10000000.0,100001230.0,-6540.38798057,2494.75079956
35.0,10000000.0,100001070.0,-7474.72572361,2851.13960681
35.0,10000130.0,100001980.0,974.035811781,-226.526544201
35.0,10000130.0,100000290.0,1948.04224776,-453.046880302
35.0,10000130.0,100000070.0,2922.04868374,-679.567216403
35.0,10000130.0,100000580.0,3896.05511972,-906.087552504
35.0,10000130.0,100001210.0,4870.06155571,-1132.6078886
35.0,10000130.0,100001940.0,5844.06799169,-1359.12822471
35.0,10000130.0,100001470.0,6818.07442767,-1585.64856081
35.0,10000130.0,100001030.0,7792.08086365,-1812.16889691
35.0,10000140.0,100001410.0,198.086846953,980.184472977
35.0,10000140.0,100000810.0,493.650310262,1938.12006108
35.0,10000140.0,100001400.0,885.58062455,2866.31243193
35.0,10000140.0,100000520.0,1372.72048638,3757.07844825
35.0,10000140.0,100001950.0,1953.86731886,4602.43441021
35.0,10000140.0,100001750.0,2627.75421983,5393.96957353
35.0,10000140.0,100001720.0,3393.02688092,6122.69291941
35.0,10000140.0,100000640.0,4248.21451197,6778.84012647
35.0,10000070.0,100000130.0,-937.996513389,-346.644689661
35.0,10000070.0,100001160.0,-1823.80356805,-820.816998578
35.0,10000070.0,100000800.0,-2643.50642296,-1418.40536933
35.0,10000070.0,100001190.0,-3382.49253968,-2135.12159349
35.0,10000070.0,100001600.0,-4025.02053183,-2966.3461899
35.0,10000070.0,100001320.0,-4553.64357646,-3906.95919848
35.0,10000070.0,100000350.0,-4948.39375135,-4951.10081513
35.0,10000070.0,100000790.0,-5185.54455773,-6091.80824057
35.0,10000180.0,100000690.0,-372.340094702,-928.124771447
35.0,10000180.0,100000200.0,-744.669467005,-1856.22543329
35.0,10000180.0,100000250.0,-1116.99883931,-2784.32609514
35.0,10000180.0,100001310.0,-1489.32821161,-3712.42675699
35.0,10000180.0,100001930.0,-1861.65758391,-4640.52741884
35.0,10000180.0,100000470.0,-2233.98695621,-5568.62808068
35.0,10000180.0,100001180.0,-2606.31632852,-6496.72874253
35.0,10000180.0,100000120.0,-2978.64570082,-7424.82940438
36.0,10000110.0,100000310.0,-315.298034239,-948.992702609
36.0,10000110.0,100001380.0,-558.531319499,-1920.42775577
36.0,10000110.0,100000240.0,-728.174700053,-2910.28548534
36.0,10000110.0,100001730.0,-822.697983871,-3914.48183382
36.0,10000110.0,100000490.0,-840.537484198,-4928.84334684
36.0,10000110.0,100001060.0,-780.08323428,-5949.07304944
36.0,10000110.0,100000750.0,-639.664671817,-6970.71223819
36.0,10000110.0,100000480.0,-417.534214156,-7989.09664355
36.0,10000160.0,100000180.0,998.86795971,47.5688875761
36.0,10000160.0,100000470.0,1999.39516913,-49.1829002716
36.0,10000160.0,100001690.0,2985.73913269,-292.167471672
36.0,10000160.0,100001910.0,3941.18998724,-683.38970175
36.0,10000160.0,100000440.0,4847.60884243,-1225.02592251
36.0,10000160.0,100001400.0,5684.66906133,-1919.51495518
36.0,10000160.0,100000170.0,6428.74885858,-2769.69097793
36.0,10000160.0,100001790.0,7051.18512318,-3778.993035
36.0,10000060.0,100001000.0,910.680848003,413.110630558
36.0,10000060.0,100001140.0,1850.70673596,758.211433222
36.0,10000060.0,100001220.0,2816.37545077,1033.4550403
36.0,10000060.0,100000510.0,3803.9333908,1236.96837404
36.0,10000060.0,100000660.0,4809.54793619,1366.83892597
36.0,10000060.0,100001260.0,5829.27743515,1421.09977976
36.0,10000060.0,100000080.0,6859.03773308,1397.71290906
36.0,10000060.0,100001350.0,7894.56395395,1294.55010603
36.0,10000030.0,100001940.0,-902.181062148,-431.352389583
36.0,10000030.0,100000740.0,-1804.3583198,-862.717890966
36.0,10000030.0,100000590.0,-2706.53557744,-1294.08339235
36.0,10000030.0,100001920.0,-3608.71283509,-1725.44889373
36.0,10000030.0,100000300.0,-4510.89009274,-2156.81439511
36.0,10000030.0,100000550.0,-5413.06735039,-2588.1798965
36.0,10000030.0,100001290.0,-6315.24460803,-3019.54539788
36.0,10000030.0,100001640.0,-7217.42186568,-3450.91089926
36.0,10000170.0,100000990.0,994.700435071,102.815584759
36.0,10000170.0,100000260.0,1999.80825822,-27.6935076224
36.0,10000170.0,100000190.0,2973.09226426,-400.9019683
36.0,10000170.0,100001600.0,3865.7421782,-1027.63680921
36.0,10000170.0,100000220.0,4616.00103163,-1921.59685575
36.0,10000170.0,100001270.0,5135.70840082,-3102.33770272
36.0,10000170.0,100000250.0,5273.33380108,-4603.47158375
36.0,10000170.0,100001130.0,4651.54242506,-6508.69826217
36.0,10000190.0,100001300.0,803.93984496,594.76526389
36.0,10000190.0,100001810.0,1607.85560442,1189.50844518
36.0,10000190.0,100000410.0,2411.77136388,1784.25162647
36.0,10000190.0,100000810.0,3215.68712334,2378.99480776
36.0,10000190.0,100001700.0,4019.6028828,2973.73798905
36.0,10000190.0,100000360.0,4823.51864226,3568.48117034
36.0,10000190.0,100001610.0,5627.43440172,4163.22435163
36.0,10000190.0,100000620.0,6431.35016118,4757.96753292
36.0,10000150.0,100000900.0,998.753586246,49.912663327
36.0,10000150.0,100000010.0,1999.77900752,-29.730810031
36.0,10000150.0,100001660.0,2990.35345448,-240.387639676
36.0,10000150.0,100000150.0,3957.19971252,-583.584128654
36.0,10000150.0,100000680.0,4886.1421801,-1060.9498555
36.0,10000150.0,100000840.0,5761.6687275,-1674.26804143
36.0,10000150.0,100001210.0,6566.33347539,-2425.5442049
36.0,10000150.0,100001820.0,7279.89077292,-3317.10571648
36.0,10000180.0,100000380.0,-564.003021396,825.7904045
36.0,10000180.0,100001340.0,-1127.98783489,1651.5755643
36.0,10000180.0,100001010.0,-1691.97264839,2477.3607241
36.0,10000180.0,100000270.0,-2255.95746188,3303.1458839
36.0,10000180.0,100001520.0,-2819.94227538,4128.9310437
36.0,10000180.0,100000540.0,-3383.92708888,4954.7162035
36.0,10000180.0,100001440.0,-3947.91190237,5780.5013633
36.0,10000180.0,100000610.0,-4511.89671587,6606.2865231
36.0,10000050.0,100000710.0,912.294573901,-409.610747361
36.0,10000050.0,100000000.0,1824.5611805,-819.207669322
36.0,10000050.0,100001200.0,2736.8277871,-1228.80459128
36.0,10000050.0,100000880.0,3649.09439371,-1638.40151324
36.0,10000050.0,100000720.0,4561.36100031,-2047.99843521
36.0,10000050.0,100000630.0,5473.62760691,-2457.59535717
36.0,10000050.0,100001880.0,6385.89421351,-2867.19227913
36.0,10000050.0,100000600.0,7298.16082011,-3276.78920109
36.0,10000130.0,100001560.0,-368.53654315,929.613261719
36.0,10000130.0,100000130.0,-529.00188722,1928.77085298
36.0,10000130.0,100001020.0,-463.733253191,2963.94188031
36.0,10000130.0,100000930.0,-152.644196612,3997.08640753
36.0,10000130.0,100001410.0,428.889164781,4981.57144728
36.0,10000130.0,100000070.0,1314.17963672,5854.30883046
36.0,10000130.0,100001090.0,2555.1318771,6517.00092762
36.0,10000130.0,100000430.0,4254.62150556,6774.82072415
36.0,10000080.0,100000530.0,-835.921455511,548.911217586
36.0,10000080.0,100001950.0,-1671.81416152,1097.80408877
36.0,10000080.0,100001970.0,-2507.70686753,1646.69695996
36.0,10000080.0,100000890.0,-3343.59957354,2195.58983114
36.0,10000080.0,100001170.0,-4179.49227955,2744.48270233
36.0,10000080.0,100000460.0,-5015.38498556,3293.37557351
36.0,10000080.0,100001330.0,-5851.27769157,3842.2684447
36.0,10000080.0,100001460.0,-6687.17039758,4391.16131589
36.0,10000090.0,100001960.0,-957.396257651,-288.785237593
36.0,10000090.0,100001150.0,-1914.7933729,-577.559827385
36.0,10000090.0,100001980.0,-2872.19048815,-866.334417178
36.0,10000090.0,100001800.0,-3829.5876034,-1155.10900697
36.0,10000090.0,100001780.0,-4786.98471865,-1443.88359676
36.0,10000090.0,100001550.0,-5744.3818339,-1732.65818656
36.0,10000090.0,100001030.0,-6701.77894915,-2021.43277635
36.0,10000090.0,100000340.0,-7659.1760644,-2310.20736614
37.0,10000130.0,100000980.0,866.736729995,498.765917919
37.0,10000130.0,100001960.0,1777.88993245,916.02804984
37.0,10000130.0,100000380.0,2727.96316183,1248.28561943
37.0,10000130.0,100000970.0,3711.34411442,1491.95337204
37.0,10000130.0,100000410.0,4722.23249948,1643.32596306
37.0,10000130.0,100001730.0,5754.56334987,1698.52896716
37.0,10000130.0,100001290.0,6801.91640328,1653.46098918
37.0,10000130.0,100000050.0,7857.40526868,1503.72286137
37.0,10000150.0,100000200.0,-61.7702881087,-998.106965629
37.0,10000150.0,100000000.0,-123.533515117,-1996.19779506
37.0,10000150.0,100000440.0,-185.296742126,-2994.28862449
37.0,10000150.0,100000580.0,-247.059969135,-3992.37945391
37.0,10000150.0,100001830.0,-308.823196144,-4990.47028334
37.0,10000150.0,100000560.0,-370.586423152,-5988.56111277
37.0,10000150.0,100000540.0,-432.349650161,-6986.6519422
37.0,10000150.0,100001350.0,-494.11287717,-7984.74277163
37.0,10000010.0,100001130.0,-687.213764805,726.482289521
37.0,10000010.0,100001030.0,-1374.42737051,1452.93769774
37.0,10000010.0,100000870.0,-2061.64097621,2179.39310596
37.0,10000010.0,100000760.0,-2748.85458192,2905.84851419
37.0,10000010.0,100001890.0,-3436.06818762,3632.30392241
37.0,10000010.0,100001020.0,-4123.28179333,4358.75933063
37.0,10000010.0,100000590.0,-4810.49539903,5085.21473885
37.0,10000010.0,100000500.0,-5497.70900474,5811.67014707
37.0,10000070.0,100001740.0,-884.832494599,465.909279261
37.0,10000070.0,100000600.0,-1653.11268044,1125.70798424
37.0,10000070.0,100000490.0,-2267.18813803,1964.65211852
37.0,10000070.0,100001910.0,-2683.94919904,2965.87536774
37.0,10000070.0,100001500.0,-2849.75706675,4108.3919799
37.0,10000070.0,100000810.0,-2690.2105286,5363.0930732
37.0,10000070.0,100001600.0,-2084.09655688,6682.55501598
37.0,10000070.0,100001930.0,-766.629910462,7963.18269164
37.0,10000120.0,100001790.0,501.593573841,865.10368942
37.0,10000120.0,100001390.0,1003.16847638,1730.21791144
37.0,10000120.0,100001640.0,1504.74337892,2595.33213346
37.0,10000120.0,100001720.0,2006.31828146,3460.44635548
37.0,10000120.0,100001540.0,2507.893184,4325.5605775
37.0,10000120.0,100001880.0,3009.46808654,5190.67479952
37.0,10000120.0,100001950.0,3511.04298909,6055.78902154
37.0,10000120.0,100001480.0,4012.61789163,6920.90324356
37.0,10000080.0,100000740.0,474.112166173,-880.464453506
37.0,10000080.0,100000070.0,1011.81503787,-1725.1754488
37.0,10000080.0,100001270.0,1611.34176433,-2530.52913805
37.0,10000080.0,100001550.0,2270.89555213,-3292.87615791
37.0,10000080.0,100001510.0,2988.64293474,-4008.49266042
37.0,10000080.0,100001040.0,3762.69989558,-4673.55212829
37.0,10000080.0,100001850.0,4591.11644033,-5284.09404073
37.0,10000080.0,100000110.0,5471.85904598,-5835.98822659
37.0,10000170.0,100001410.0,526.707761821,850.046430283
37.0,10000170.0,100001590.0,1155.01875955,1632.768099
37.0,10000170.0,100000790.0,1879.57219192,2338.20623029
37.0,10000170.0,100001170.0,2694.79940299,2956.02032768
37.0,10000170.0,100000020.0,3594.80116273,3475.25604818
37.0,10000170.0,100000550.0,4573.19296785,3884.05793968
37.0,10000170.0,100001490.0,5622.90102332,4169.29059697
37.0,10000170.0,100000510.0,6735.87792952,4316.01071808
37.0,10000140.0,100001990.0,830.380227529,557.197162348
37.0,10000140.0,100001580.0,1581.55264721,1224.21044927
37.0,10000140.0,100001280.0,2241.37219053,1994.05383667
37.0,10000140.0,100001320.0,2797.12443377,2859.38715497
37.0,10000140.0,100000360.0,3235.1486051,3812.32389795
37.0,10000140.0,100001840.0,3540.36066934,4844.15589458
37.0,10000140.0,100000170.0,3695.5859269,5944.96801143
37.0,10000140.0,100000420.0,3680.55978598,7103.06128805
37.0,10000030.0,100001230.0,-673.505854164,739.160615265
37.0,10000030.0,100001360.0,-1347.02290633,1478.33230063
37.0,10000030.0,100000190.0,-2020.53995849,2217.50398599
37.0,10000030.0,100000470.0,-2694.05701065,2956.67567136
37.0,10000030.0,100000430.0,-3367.57406282,3695.84735672
37.0,10000030.0,100001420.0,-4041.09111498,4435.01904209
37.0,10000030.0,100001050.0,-4714.60816715,5174.19072745
37.0,10000030.0,100001430.0,-5388.12521931,5913.36241282
37.0,10000090.0,100001240.0,641.299136994,767.297410326
37.0,10000090.0,100000650.0,1282.60327339,1534.58419155
37.0,10000090.0,100000450.0,1923.90740978,2301.87097278
37.0,10000090.0,100000930.0,2565.21154618,3069.157754
37.0,10000090.0,100001460.0,3206.51568257,3836.44453523
37.0,10000090.0,100001090.0,3847.81981896,4603.73131645
37.0,10000090.0,100000570.0,4489.12395536,5371.01809768
37.0,10000090.0,100000660.0,5130.42809175,6138.30487891
37.0,10000160.0,100001180.0,161.425743589,986.884861221
37.0,10000160.0,100000250.0,248.784877939,1984.46619636
37.0,10000160.0,100000300.0,261.24307771,2988.60369644
37.0,10000160.0,100001440.0,197.951464608,3995.09889961
37.0,10000160.0,100000530.0,58.0429121957,4999.66309068
37.0,10000160.0,100000400.0,-159.374903555,5997.88292984
37.0,10000160.0,100000860.0,-455.227270844,6985.18204
37.0,10000160.0,100000140.0,-830.481332968,7956.77703317
38.0,10000170.0,100000100.0,-995.047387649,-99.4016918026
38.0,10000170.0,100001490.0,-1999.46046022,46.4528580789
38.0,10000170.0,100001480.0,-2966.34585728,448.09848803
38.0,10000170.0,100001730.0,-3840.61564318,1117.88706111
38.0,10000170.0,100000620.0,-4550.51653395,2071.9071587
38.0,10000170.0,100001950.0,-4988.20389888,3334.3397942
38.0,10000170.0,100001150.0,-4948.24785432,4951.2466281
38.0,10000170.0,100000680.0,-3721.71197379,7081.58597944
38.0,10000050.0,100000400.0,891.679979986,-452.666337705
38.0,10000050.0,100000500.0,1744.34866205,-978.390384862
38.0,10000050.0,100001970.0,2553.28828404,-1575.02982149
38.0,10000050.0,100000630.0,3313.70357348,-2240.39474806
38.0,10000050.0,100001720.0,4020.67227876,-2972.23727633
38.0,10000050.0,100001820.0,4669.09538826,-3768.22879551
38.0,10000050.0,100001830.0,5253.64016761,-4625.93395859
38.0,10000050.0,100000850.0,5768.67309391,-5542.78005477
38.0,10000070.0,100000080.0,-888.232067365,459.395030996
38.0,10000070.0,100001330.0,-1660.21204391,1115.21117698
38.0,10000070.0,100001810.0,-2277.42987024,1952.77064351
38.0,10000070.0,100000570.0,-2695.69077104,2955.20748289
38.0,10000070.0,100001020.0,-2859.75338168,4101.44006368
38.0,10000070.0,100001920.0,-2692.39350989,5361.9974998
38.0,10000070.0,100001420.0,-2065.98855968,6688.1754815
38.0,10000070.0,100001440.0,-692.331020819,7969.98605755
38.0,10000090.0,100000260.0,996.026026068,-89.0626487081
38.0,10000090.0,100000340.0,1982.54239142,-263.677200817
38.0,10000090.0,100000870.0,2953.95954201,-523.567592731
38.0,10000090.0,100000020.0,3904.58185023,-868.470249838
38.0,10000090.0,100000280.0,4828.55049931,-1298.11404568
38.0,10000090.0,100001410.0,5719.7787057,-1812.21730425
38.0,10000090.0,100001940.0,6571.87684533,-2410.4843351
38.0,10000090.0,100000480.0,7378.06323973,-3092.60130482
38.0,10000150.0,100001270.0,747.868104926,-663.847345128
38.0,10000150.0,100001170.0,1440.35023588,-1387.58466336
38.0,10000150.0,100001800.0,2073.56119218,-2168.02767101
38.0,10000150.0,100001660.0,2643.54584969,-3001.94359384
38.0,10000150.0,100001610.0,3146.24761455,-3886.01671998
38.0,10000150.0,100001760.0,3577.46883184,-4816.81603938
38.0,10000150.0,100001860.0,3932.82565689,-5790.75835729
38.0,10000150.0,100000940.0,4207.69516541,-6804.06506399
38.0,10000080.0,100000580.0,524.98173091,-851.113495493
38.0,10000080.0,100000130.0,941.146332952,-1764.72195543
38.0,10000080.0,100001060.0,1241.55341334,-2731.03370939
38.0,10000080.0,100001030.0,1418.99334099,-3739.84730948
38.0,10000080.0,100000270.0,1465.80091748,-4780.31669142
38.0,10000080.0,100001100.0,1373.6380562,-5840.64367091
38.0,10000080.0,100000740.0,1133.20275104,-6907.66614169
38.0,10000080.0,100000660.0,733.815970208,-7966.27354049
38.0,10000110.0,100000220.0,964.049187616,265.723848867
38.0,10000110.0,100001230.0,1905.12727792,608.678942409
38.0,10000110.0,100001240.0,2818.46151959,1027.75223793
38.0,10000110.0,100000070.0,3699.20011963,1521.81420513
38.0,10000110.0,100001460.0,4542.36991173,2089.70705721
38.0,10000110.0,100000640.0,5342.82917383,2730.23376642
38.0,10000110.0,100000610.0,6095.21400771,3442.14558092
38.0,10000110.0,100000510.0,6793.87572104,4224.12744683
38.0,10000190.0,100000920.0,-715.103060128,698.997750093
38.0,10000190.0,100001620.0,-1430.23510756,1397.98713109
38.0,10000190.0,100000200.0,-2145.36715498,2096.97651208
38.0,10000190.0,100000960.0,-2860.49920241,2795.96589307
38.0,10000190.0,100001700.0,-3575.63124984,3494.95527407
38.0,10000190.0,100001080.0,-4290.76329727,4193.94465506
38.0,10000190.0,100000690.0,-5005.89534469,4892.93403605
38.0,10000190.0,100000120.0,-5721.02739212,5591.92341705
38.0,10000120.0,100000700.0,255.017732233,966.918110774
38.0,10000120.0,100000040.0,510.048787365,1933.85097345
38.0,10000120.0,100000180.0,765.079842498,2900.78383612
38.0,10000120.0,100000470.0,1020.11089763,3867.71669879
38.0,10000120.0,100000440.0,1275.14195276,4834.64956147
38.0,10000120.0,100001960.0,1530.1730079,5801.58242414
38.0,10000120.0,100000000.0,1785.20406303,6768.51528681
38.0,10000120.0,100001600.0,2040.23511816,7735.44814949
38.0,10000160.0,100000030.0,-942.969027258,-332.975091352
38.0,10000160.0,100001300.0,-1885.91101602,-665.932154404
38.0,10000160.0,100000860.0,-2828.85300478,-998.889217457
38.0,10000160.0,100000190.0,-3771.79499353,-1331.84628051
